"SpeciesID","GenusID","Species","SAuthor","NameDK","NameUK","SBiolEuDK","SBiolEuUK","SCharDK","SCharUK","MSize","FSize","SHabEuDK","SHabEuUK","SHabDkDK","SHabDkUK","SDistriEuDK","SDistriEuUK","SDistriDkDK","SDistriDkUK"
83,253,"lividus","(Blackwall, 1836)",,"Common leaden-colored comb-foot",,,,"Carapace yellowish brown to dark brown usually distinctly darker in head region. Chelicers dark brown. Legs coloured as thoracic part of carapace with apical segments darker. Epigynal atrium large and shallow visible as a large dark area. Dorsum of abdomen in various shades of grey sometimes brownish grey. Sigilla usually reddish brown.","2.8-3.2","3-4",,,,,,,,
84,253,"arundineti","(O. P.-Cambridge, 1871)",,"Fen leaden-colored comb-foot",,,,"Carapace, legs and sternum reddish brown. The abdomen vary in colour from light to dark grey sometimes brownish grey. Patella and femora lighter than remaining leg segments.","2-2.3","2.2-2.7",,,,,,,,
85,253,"neglectus","(O. P.-Cambridge, 1871) ",,,,,,,,,,,,,,,,
86,253,"scoticus","Jackson, 1914",,,,,,,,,,,,,,,,
87,19,"gibbum","(Westring, 1851) ",,,,,,,,,,,,,,,,
88,20,"minutissima","(O. P.-Cambridge, 1879) ",,,,,,,,,,,,,,,,
89,251,"cellulanus","(Clerck, 1757) ","Nesticider",,,,"Rygskjoldet er lyst olivengrønt, blankskinnende og med uregelmæssig sort midterbånd og sort margin. Øjnene omkredset af områder med sort pigmentering. Maxillerne er længere end bred, og forsynet med tætte børster. Brystpladen (sternum) er ensfarvet lyst gulbrun. Bagkroppen har samme grundfarve som rygskjoldet. Forrest ses et karakteristisk gråsort cellemønster, og bagerst nogle sorte bjælker i midtlinien. På undersiden, lige foran spindevorterne ses undertiden nogle sorte pletter. Benene har samme farve som rygskjoldet, og er som regel med tydelige sorte ringtegninger. Tarsi med tre kløer. Den kamformede række af børster på tarsus IV er utydeligt savtakket. Hannens palper er meget komplekse, og har et seglformet paracymbium. Hunnens palper med klo. Hunnen kan ses bærende rundt på sin hvidgule ægsæk fastgjort til spindevorterne i sommermånederne.","Carapace light yellow brown with irregular black median band and black margins. The maxillae are longer than broad and furnished with dense brushes of hairs. Sternum is uniformly light yellow-brown. The palpal organs of the male are of complex structure, and possess a well-developed, sickle-shaped paracymbium. The female palps possess a claw. Legs coloured as carapace, usually with clear black annulations. The leg tarsi have three tarsal claws. Tarsus IV with a ventral row of vaguely serrated bristles constituting a comb. The abdomen is conspicuously patterned dorsally, light olive green in colour with blackish rings or cells anteriorly. Posteriorly, there are some transverse blackish bars in the midline. The venter sometimes has blackish spots in front of the spinnerets. The female carries the whitish-yellow eggsack in the summer months attached to the spinnerets.","3.5-5","4-5.5","Mørke, fugtige steder såsom huler, kældre, brønde, underjordiske rør, hulrum under kampesten, under udhængende vegetation på mørke steder såsom brinker ved grøfter, topstar tuer i moser, mørke steder i skove osv.","Dark, damp places such as caves, cellars, wells, drains, under boulders, under overhanging vegetation along ditches, in dark places in forests, inside cavities of Carex tussocks in wetlands, etc.",,,"Holarktisk udbredt. Ualmindelig og lokal i Danmark, men muligvis overset på grund af de specielle habitatkrav. Sandsynligvis findes der kolonier på steder, som kun vanskeligt lader sig undersøge af araneologer. Arten er vidt udbredt i Europa, og er mere almindelig i Mellemeuropa end i Nordeuropa.","Holarctic. The species is uncommon and local in Denmark, but perhaps overlooked, as colonies may exist at places inaccessible to araneologists. It is widespread throughout much of Europe, being more common in central Europe than in northern Europe.",,
90,21,"gemmosum","(L. Koch, 1877) ",,,,,"Forreste midterøjne omsluttet af sort pigmentering. Forkrop lysebrun til mørkebrun med variable mørkere tegninger. Brystpladen (sternum) mørkebrun med gullig midtstribe. Femora og tibia I er fortykkede, det samme er i mindre grad tilfældet for femora og tibia II. Benfarven veksler mellem gul og mørkebrun, som regel er femora apikalt mørke, patella mørke mens øvrige benled er lysere. Ben mangler torne på nær en enkelt, som er tilstede på femur I. Bagkroppen er kugleformet, højere end lang, og med sølvskinnende pletter adskilt af et mørkt brunligt netmønster. Som regel med noget variable, mørke tegninger i midtlinien, som sommetider kan være reduceret til nogle mindre, mørke tværbjælker i hjertemærke regionen. Hver side af bagkroppen har endvidere nogle lyst til mørkt brune felter. Hanner er mindre kugleformede end hunnerne, med de mørke områder på bagkroppen generelt mere udtalte og med de lyse pletter mindre sølvskinnende. De voksne hanners palper er meget store i forhold til kropsstørrelsen. Arten anlægger et lille hjulspind på ca. 20 cm i diameter, hvor 2-5 radii løber sammen før de mødes i spindets centrum. Edderkoppen sidder i centrum af spindet og holder en tråd, der udgår fra centrum af spindet og hvor den anden ende er fastgjort til nærliggende vegetation. Tråden holdes stramt, således at spindet har kegleform. Når et byttedyr flyver ind i spindet slækkes tråden så spindets fangevne øges. De lysebrune ægkokoner minder i udformningen om piratedderkoppernes (Mimetidae) kokoner, idet de er dråbe- til kugleformede for enden af en lang, hvidlig stilk. Overfladen er dog papiragtig, og ikke kruset som hos piratedderkopperne. De karakteristiske kokoner kan findes fastgjort til vegetationen, gerne højere end fangspindene, og kan afsløre tilstedeværelse af Theridiosoma selv uden fund af dyr.","The anterior medial eyes are surrounded by black pigmentation. Carapace is yellow brown to dark brown with variable darker markings. Sternum is dark brown with yellow midline. Femora and tibia I thickened, femora and tibia II less so. The leg colour varies from yellow to dark brown, usually femora are dark brown apically, and the patella uniformly dark brown while remaining segments are lighter. The legs are spineless, except for one spine on femur I. Abdomen globose, higher than long, dorsal surface with silvery spots isolated by dark brown reticulations. Some silvery spots may have an orange tint. Midline area lacks spots in some places, however the exact pattern is very variable among individual spiders. Usually there are som transverse bars or wedges. Each side of the abdomen usually has dark areas lacking silvery spots. Males are less globose than females and the dark areas of the abdomen are sometimes larger than in the female and the light spots are less silvery. Palps of adult males are quite large compared to the body size. The species constructs small, modified orb webs, of which 2-5 radii converge before gathering at the centre of the web. A single thread is attached to nearby vegetation, and is held by the spider staying in the centre of the web. The thread is drawn tight such as the web is pulled into a conical shape. When prey encounters the web, the thread is slackened to enhance entangling. The females construct small spherical egg sacs with a brownish papery surface. The sacks are attached to the vegetation by long whitish stalks, usually higher up than the web. The egg sacks are very characteristic, and reveal the presence of Theridiosoma even if no specimens are found. Spiders of the Mimetidae construct egg sacks not unlike those of Theridiosoma, however they differ by having a woolly surface.","1.5-2","2-3","Våde, mere eller mindre permanent oversvømmede steder i moser og kær samt søbredder med tæt vegetation. Her anlægges spindene tæt over vandoverfladen, gerne under mørke forhold som under udhængende vegetation.","Wet,more or less permanently flooded places with dense vegetation in wetlands, including lakeshores. The webs are built close to the water surface, usually under dark condtions such as under overhanging vegetation.",,,"Lokalt talrig i egnet habitat over det meste af Danmark. Formentlig overset på mange lokaliteter grundet den lille størrelse, skjulte levevis og tilknytningen til våde steder, hvor gummistøvler ikke altid kan bunde. Vidt udbredt i Vest- og Sydeuropa men lokal grundet habitatkrav.","Locally common in suitable habitat throughout Denmark. Most likely overlooked at many localities due to its small size, secretative lifestyle and wet habitats at which sites rubber boots not always can touch the bottom. The species is widespread in western and southern Europe, but local.",,
91,22,"extensa","(Linnaeus, 1758) ","Eng-stavedderkop","Common stretch-spider",,"The spider spins an more or less horizontal orb web with open hub in waterside or wetland vegetation. The web has no signal line and no retreat. The spiders often sit in the centre of the web. If disturbed it will drop to the ground or cling to the vegetation adopting a stretch position along a leaf with the long legs stretched out rendering itself inconspicuous for predators.",,"The carapace and large divergent palps are yellowish. The sternum is brown with a distinct light triangle anteriorly. The reticulated markings of the abdomen are quite variable. Usually silvery white with a yellowish or reddish midline band which sometimes is divided longitudinally. The ventral side of the abdomen is blackish edged by white bands.","5-9","6.5-11",,"Bushes and tall grasses usually near water.",,,,,,
92,22,"pinicola","L. Koch, 1870",,,,,,,,,,,,,,,,
93,22,"montana","Simon, 1874","Skovstavedderkop",,,,,,,,,,,,,,,
94,22,"obtusa","C. L. Koch, 1837","Pukkelrygget stavedderkop",,,,,,,,,,,,,,,
95,22,"nigrita","Lendl, 1886",,,,,,,,,,,,,,,,
96,22,"dearmata","Thorell, 1873",,,,,,,,,,,,,,,,
97,22,"striata","L. Koch, 1862","Rørstavedderkop",,,,,,,,,,,,,,,
98,302,"segmentata","(Clerck, 1757)","Høstedderkop",,,,,,,,,,,,,,,
99,302,"mengei","(Blackwall, 1870)","Vårhjulspinder",,,,,,,,,,,,,,,
100,302,"merianae","(Scopoli, 1763)","Skyggehjulspinder","Half-light orb weaver",,,,"Carapace light brown with dark triangle covering head.  Within the triangle there is a pair of light patches about midway between the ocular area and the fovea. Irregular blackish bands are present along the margins of the carapace. Foveal area also blackish with a few radiating dark streaks. Legs are yellowish brown more or less clearly annulated with greyish brown. Base of leg spines are ringed with black. The abdomen is yellowish brown mottled with plenty of dark brown. At a distance the abdomen may appear greenish grey. Ventrally, there is a pair of elongated light patches at side of spinners. In addition, the colour variety <i>Metellina merianae celata</i> has a golden median band running the whole length of abdomen. At close look the golden band is made up of patches of yellow and red as well as some white reticulated areas. Only four specimens of the golden striped variety are known from the Faroes. Assuming that ca.1000 specimens of the normal form have been collected on the island (410 by Brændegård, 1928) a rough estimation of the ratio between the two forms possible: 1000:4 = 250. That is ca. 0.4 %.of the population of <i>Metellina merianae</i> occur in golden striped variety.","5-7","5.5-8.5",,,,,,,,
101,23,"menardi","(Latreille, 1804) ","Grotteedderkop",,,,,,,,,,,,,,,
103,24,"clercki","Sundevall, 1823 ","Søtykkæbe",,,,,,,,,,,,,,,
104,24,"listeri","Sundevall, 1830","Skovtykkæbe",,,,,,,,,,,,,,,
105,24,"degeeri","Sundevall, 1830","Marktykkæbe",,,,,,,,,,,,,,,
106,827,"spinimana","(Sundevall, 1833) ",,,,,"De brune laterale bånd på forkroppen er smallere end de gule (modsat hos <i>Z. silvestris</i>). I øvrigt noget større end <i>Z. silvestris</i> og den gule grundfarve har varmere nuance. <i>Zora spinimana</i> har tre par ventrale torne på metatarsus I og II, hvor <i>Z. silvestris</i>kun har to.","The brown lateral bands on the carapace are narrower than the yellow bands (in <i>Z. silvestris</i> it is the other way round). Moreover this species is slightly larger than  <i>Z. silvestris</i> and the general yellow colour has a warmer hue. <i>Zora spinimana</i> has three pairs of ventral spines on metatarsus i and II, whereas <i>Z. silvestris</i>only has two pairs.","4.5-5","5-6.5","Lav vegetation i mange forskellige habitat typer, som for eksempel klitter, heder, hedemoser, moser, skove, overdrev og enge.","Among low vegetation in a wide variety of situations.",,,"Meget almindelig i Danmark og Europa.","Widespread and common i Denmark and Europe.",,
108,827,"nemoralis","(Blackwall, 1861)",,,,,,,,,,,,,,,,
109,827,"silvestris","Kulczynski, 1897",,,,,"De brune laterale bånd på forkroppen er af samme bredde eller bredere end de gule (modsat hos <i>Z. spinimana</i>). I øvrigt lidt mindre end denne art og den gule grundfarve er knap så varm, således at selve edderkoppen virker lidt mere grå. Denne art har kun to par ventrale torne på metatarsus I og II.","The brown lateral bands on the carapace are of the same width or wider than the yellow bands. Also smaller than <i>Z. spinimana</i> and the general yellow colour is colder, making the species appearing more grey. <i>Zora silvestris</i> has three pairs of ventral spines on metatarsus i and II, whereas <i>Z. spinimana</i> only has two pairs.","3-4","3.5-4","Varme hedebakker.","South facing heathland.",,,"Sjælden i Danmark, kun kendt fra nogle få hedebakker i Midtjyllland. Nordøstlig i Europa.","Rare in Denmark with very few localities in Central Jutland. Apparently north-eastern in Europe.",,
