"FamilyID","SortOrder","GenusID","Genus","NoGenusSpecies","GAuthor","G_N_D","GNameDK","GNameUK","GenusDK","GenusFO","GenusGL","GenusAZ","GCharactersDK","GCharactersUK","GBiologyEuDK","GBiologyEuUK","GBiologyDkDK","GBiologyDkUK","GBiologyFoDK","GBiologyFoUK","GBiologyGLDK","GBiologyGLUK","GBiologyAzUK","GTaxNoteDK","GTaxNoteUK"
"22","13","53","Euophrys","31","C. L. Koch, 1834","0","","","1","0","0","0","Artsrig slægt med små og middelstore arter. I denne slægt og den nærtstående slægt <i>Pseudoeuophrys</i> er patella og tibia på bagerste benpar 1.25 - 1.5 gange længden  af samme segmenter på benpar III. Herved adskiller de sig fra den nærtstående og tidligere art i slægten, <i>Talavera aequipes</i>, der har den samlede længde af de to segmenter på benpar III og IV næsten ens. Den bagerste øjenrække er ikke placeret bag midten af forkroppen som i slægten <i>Neon</i>. De fleste arter har ret forskellige, ofte smukke farvemønstre, og kan derfor ret let adskilles på grundlag af udseende.","Spiders of this genus and the closely related genus <i>Pseudoeuophrys</i> have the combined length of patella and tibia of legs IV about 1.25 to 1.5 times longer than the combined length of these two segments on legs III. The species of the genus differ hereby form the former member <i>Talavera aequipes</i>, in which the combined lengths of patella and tibia is almost the same for legs III and IV. Unlike the genus<i>Neon</i>, the posterior row of eyes is situated in front of the middle of the carapace. The majority of the species are qiute colourful, especially the males have handsome markings making the easy to identify by general appearance alone.","","","","","","","","","","",""
"22","16","54","Sitticus","29","Simon, 1901","0","","","1","0","0","0","Kompakte springedderkopper i mørkebrune eller gråsorte farver. Karakteristisk for slægten er én til to par lyse pletter på bagkroppen dannet af hvide hår. Hos nogle arter, f. eks. <i>S. caricis</i>, kan pletterne dog være svære at skelne. Benpar IV noget forlængede, med tibia IV omtrent dobbelt så lang som tibia III.","Plumb spiders, usually in darkbrown or greyish-black colours. They are characterized by having one or two pairs of white spots on the abdomen made of patches of white hairs. In some species, such as <i>S. caricis</i>, spots are indistinct. Legs IV clearly longer than leg III, with tibia IV about twicw as long as tibia III.","","","","","","","","","","",""
"22","17","56","Philaeus","6","Thorell, 1869","0","","","0","0","0","0","","","","","","","","","","","","",""
"22","18","57","Evarcha","8","Simon, 1902","0","","","1","0","0","0","Mellemstore, kraftigt byggede edderkopper med generelt stor forskel på kønnenes udseende. Slægtens arter er også meget forskellige i udseende, især hannerne. I modsætning til slægterne <i>Sitticus</i>, <i>Euophrys</i>, og andre lignende slægter, er den samlede længde af patella og tibia på benpar IV omtrent den samme som for benpar III.","Medium-sized, stout spiders with the sexes usually very different in general appearance. The members of the genus are also very different, especially the males. The total length of patella and tibia IV is about the same or only slightly longer than that of leg IIII in contrast to the genera <i>Sitticus</i>, <i>Euophrys</i> and other related genera,.","","","","","","","","","","",""
"22","19","58","Aelurillus","27","Simon, 1884","0","","","1","0","0","0","Slægten <i>Aelurillus</i> adskilles fra de øvrige springedderkop slægter ved følgende kombination af karakterer: det firkantede område dannet af de fire midterøjne (okulære trapez) er tydeligt bredere end lang, tarsi I og II med tætte børster på undersiden (scopulae), og benpar IV er længere end benpar III. Sidstnævnte karakter adskiller slægten fra <i>Phlegra</i>, der har benpar IV kortere end benpar III.","The genus <i>Aelurillus</i> is separated from the remaining salticid genera by the following combination of characters: ocular trapezium appreciably broader than long, tarsi of legs I and II with dense scopolae, and legs IV longer than legs III. The latter character separates the genus from <i>Phlegra</i> which has legs IV shorter than legs III.","","","","","","","","","","",""
"22","20","59","Phlegra","12","Simon, 1876","0","","","1","0","0","0","Slægten er karakteriseret ved at det firkantede område dannet af de fire midterøjne (okulære trapez) er dobbelt så bred som lang, ved at tarsi I og II er forsynet med børster (scopulae) på undersiden, og ved at ben III er længere end ben IV.","The genus is characterized by ocular trapezium nearly twice as broad as long, by tarsi I and II having scopulae and by legs IV shorter than legs III. One species occur in North Europe, including Denmark, with one further species in Central Europe.","","","","","","","","","","",""
"22","22","60","Synageles","8","Simon, 1876","0","","","1","0","0","1","Myrelignende edderkopper med lang og smal krop. Bagkrop lettere indsnævret omtrent ved midten. Hovedet ikke skarpt afsat fra thorax som hos <i>Myrmarachne</i>. Benpar I kraftigt fortykkede i forhold til øvrige benpar.","Ant-like spiders with long and narrow body. Abdomen slightly constricted near the middle. Head not abrubtly raised from thorax as in <i>Myrmarachne</i>. First pair of legs massive compared to the remaining pairs.","","","","","","","","","","",""
"22","23","61","Leptorchestes","5","Thorell, 1870","0","","","0","0","0","0","","","","The World Spider Catalog by Platnick lists 3 European species (see below). A fourth species <i>L. sikorskii</i> is listed only for Israel and Lebanon. But according to the Worldwide database of jumping spiders (Arachnida, Araneae, Salticidae) by Metzner this species is also found in western parts of Greece. The species is very similar to <i>L. berolinensis</i> (males differ only by minor details in palp structure). 
","","","","","","","","",""
"22","24","62","Myrmarachne","4","MacLeay, 1839","0","","","0","0","0","0","","","","","","","","","","","","",""
"23","1","63","Oxyopes","10","Latreille, 1804","0","","","1","0","0","0","Slægten er karakteriseret ved at den bagerste øjenrække er stærkt fremadbøjet. Afstanden fra de bagerste laterale øjne til de bagerste midterøjne eller til de forreste midterøjne er næsten ens.  Afstanden mellem de forreste laterale øjne er næsten den samme som afstanden mellem de bagerste midterøjne. Benpar IV længere end benpar III.","The genus is distinguished from most other <i>Oxyopidae</i> genera by the following characters: Posterior row of eyes strongly procurved. The distance between the posterior laterals, and the posterior medials or the anterior medials is about the same.  The distance between the anterior medials, and the posterior laterals is also subequal. Legs IV are longer than legs III.","","","","","","","","","","",""
"24","2","64","Hygrolycosa","2","Dahl, 1908","0","","","1","0","0","0","","","","","","","","","","","","",""
"24","3","65","Xerolycosa","2","Dahl, 1908","0","","","1","0","0","0","Slægtens to europæiske arter minder en del om <i>Pardosa saltans/lugubris</i> på grund af den brede, lyse midtstribe på forkroppen. Hovedet har dog ikke lodrette sider som hos <i>Pardosa</i>, men runder mere gradvis mod kanten af forkroppen. Sidebånd er kun tilstede på den bagerste halvdel af forkroppen, og består af lyse hår der undertiden dog kan mangle. Edderkopper i <i>Alopecosa</i> slægten har også en bred midtstribe på forkroppen, men er større og mere robust byggede, især benene er kraftigere. Benenes tarsi hver med fire skiftevis lange og korte trichobothria (lange opretstående sansehår). Begge arter forekommer i Danmark.","The two European species in <i>Xerolycosa</i> resemble <i>Pardosa saltans/lugubris</i> somewhat in general appearance as the share similar median bands on the carapace. However, the heads differ in shape as the sides are not vertical in however, as <i>Xerolycosa</i> has gradual rounded sides as opposed to the vertical sides in <i>Pardosa</i>. Lateral bands are only present on the rear half of the carapace and are composed of light hairs that sometimes are partially or wholly rubbed off. Spiders of the <i>Alopecosa</i> also have broad median bands on the carapace but are larger and more robust, especially the legs are much stouter. Tarsi of legs each with four trichobothtria alternating in length.","","","","","","","","","","",""
"24","8","69","Pirata","15","Sundevall, 1833","0","Piratjagtedderkopper","Pirate wolf spiders","1","1","0","0","Små til mellemstore edderkopper som kan kendes på den karakteristiske stemmegaffelformede tegning på forkroppen. Denne findes typisk i et lyst midterbånd, men hos arter med mørkt eller manglende midterbånd kan tegningen dog være svær at erkende. Hjertemærket som regel lysere end bagkroppens grundfarve. De fleste arter har bag hjertemærket to rækker blåhvide prikker som ofte er meget iøjnefaldende. Nogle arter har også tydelige hvide sidebånd på bagkroppen. Artene anlægger lodrette rørformede spind i mosser og tørvemosser, som benyttes som retræter, men de løber også meget omkring. De færdes let på vandoverflader, hvor de er i stand til at fange bytte både over og under vandoverfladen. Nogle arter, især <i>P. piscatorius</i>, kan godt minde om rovedderkopper fra <i>Dolomedes</i> slægten, som træffes i de samme habitater.","Small to medium-sized spiders with light median band on the carapace enclosing a dark tune fork-shaped marking. This marking is very characteristic for lighter coloured species, but may be difficult to distinguish at darker species. The cardiac mark is usually lighter than the ground colour of the abdomen. Most species have the cardiac mark followed by paired bluish-white or white dots which usually are very striking. Some species also have light bands at the sides of the abdomen. The species construct vertical tubes in peat moss which are used as retreats, however much time is also spent running about. They are capable of running on water surfaces where they catch prey both above and under the surface. Some species, in particular <i>P. piscatorius</i>, resemble species of the <i>Dolomedes</i> (Pisauridae), which occur in similar habitats.","","","","","","","","","","",""
